states,actions
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
2692800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
6916800.0,"['nothing', 'nothing', 'nothing', 'nothing', 'nothing']"
